customer_id,recency,frequency,monetary value,R_value,F_value,M_value,RFM score,customer loyalty,customer_title,Age,Age class
710,39,7,6431.69,3,3,4,334,c) good,e) Potential customer,52.0,60.0
711,83,4,2685.62,2,1,2,212,b) avarage,h) Could be lost,50.0,50.0
712,61,8,4581.46,2,4,4,244,b) avarage,g) losing customer,61.0,70.0
713,255,4,1891.1,1,1,2,112,a) poor,j)Evasive Customer ,27.0,30.0
714,59,9,3222.87,2,4,3,243,b) avarage,g) losing customer,58.0,60.0
715,158,3,2410.24,1,1,2,112,a) poor,j)Evasive Customer ,54.0,60.0
716,12,6,3777.5299999999997,4,3,3,433,d) excellent,b) very loyal customer,42.0,50.0
717,14,6,1857.27,4,3,2,432,d) excellent,c) Becoming loyal,45.0,50.0
718,34,8,2164.08,3,4,2,342,c) good,e) Potential customer,44.0,50.0
719,11,7,4083.5800000000004,4,3,3,433,d) excellent,b) very loyal customer,68.0,70.0
720,20,10,7212.170000000001,3,4,4,344,c) good,d) Recent customer,90.0,90.0
721,4,7,6579.619999999999,4,3,4,434,d) excellent,b) very loyal customer,28.0,30.0
722,87,5,2934.44,2,2,3,223,b) avarage,h) Could be lost,66.0,70.0
723,15,8,3489.96,4,4,3,443,d) excellent,b) very loyal customer,58.0,60.0
724,23,8,5073.27,3,4,4,344,c) good,d) Recent customer,47.0,50.0
725,3,11,7321.499999999999,4,4,4,444,d) excellent,a) most loyal customer,56.0,60.0
726,54,3,2965.7599999999998,2,1,3,213,b) avarage,h) Could be lost,43.0,50.0
727,61,6,3970.0299999999997,2,3,3,233,b) avarage,g) losing customer,43.0,50.0
728,25,9,6411.759999999999,3,4,4,344,c) good,d) Recent customer,66.0,70.0
729,1,10,10497.779999999999,4,4,4,444,d) excellent,a) most loyal customer,48.0,50.0
730,14,7,3182.99,4,3,3,433,d) excellent,b) very loyal customer,53.0,60.0
731,25,5,2695.4,3,2,2,322,c) good,f) first time buyer,53.0,60.0
732,64,5,3269.12,2,2,3,223,b) avarage,h) Could be lost,55.0,60.0
733,46,10,8210.3,2,4,4,244,b) avarage,g) losing customer,48.0,50.0
734,89,3,1140.15,1,1,1,111,a) poor,k) Lost customer,42.0,50.0
735,87,4,3025.33,2,1,3,213,b) avarage,h) Could be lost,57.0,60.0
736,11,6,4151.86,4,3,4,434,d) excellent,b) very loyal customer,48.0,50.0
737,54,7,4480.09,2,3,4,234,b) avarage,g) losing customer,38.0,40.0
738,69,8,4706.86,2,4,4,244,b) avarage,g) losing customer,37.0,40.0
739,1,10,4842.2,4,4,4,444,d) excellent,a) most loyal customer,57.0,60.0
740,61,4,2083.73,2,1,2,212,b) avarage,h) Could be lost,27.0,30.0
741,148,5,1091.1399999999999,1,2,1,121,a) poor,j)Evasive Customer ,43.0,50.0
742,10,6,1246.1100000000001,4,3,1,431,d) excellent,c) Becoming loyal,56.0,60.0
743,89,5,4599.29,1,2,4,124,a) poor,i) On the brink of losing customer,41.0,50.0
744,23,5,1267.6799999999998,3,2,1,321,c) good,f) first time buyer,44.0,50.0
745,11,4,2066.0299999999997,4,1,2,412,d) excellent,d) Recent customer,44.0,50.0
746,43,6,1779.1599999999999,3,3,1,331,c) good,e) Potential customer,57.0,60.0
747,35,2,571.38,3,1,1,311,b) avarage,f) first time buyer,44.0,50.0
748,46,9,3516.0,2,4,3,243,b) avarage,g) losing customer,41.0,50.0
749,80,9,1830.7199999999998,2,4,2,242,b) avarage,g) losing customer,50.0,50.0
750,58,6,5391.71,2,3,4,234,b) avarage,g) losing customer,26.0,30.0
751,130,2,96.62,1,1,1,111,a) poor,k) Lost customer,20.0,20.0
752,20,8,2952.01,3,4,3,343,c) good,e) Potential customer,61.0,70.0
753,15,8,7727.17,4,4,4,444,d) excellent,a) most loyal customer,,
754,210,2,93.01,1,1,1,111,a) poor,k) Lost customer,42.0,50.0
755,95,3,847.22,1,1,1,111,a) poor,k) Lost customer,29.0,30.0
756,25,6,2121.6099999999997,3,3,2,332,c) good,e) Potential customer,47.0,50.0
757,72,5,2946.73,2,2,3,223,b) avarage,h) Could be lost,45.0,50.0
758,27,2,165.57999999999998,3,1,1,311,b) avarage,f) first time buyer,55.0,60.0
759,23,9,2956.48,3,4,3,343,c) good,e) Potential customer,59.0,60.0
760,26,9,4847.05,3,4,4,344,c) good,d) Recent customer,44.0,50.0
761,145,5,1896.3899999999999,1,2,2,122,a) poor,j)Evasive Customer ,44.0,50.0
762,85,5,2347.98,2,2,2,222,b) avarage,h) Could be lost,42.0,50.0
763,74,6,3894.5099999999998,2,3,3,233,b) avarage,g) losing customer,35.0,40.0
764,79,3,1364.06,2,1,1,211,a) poor,i) On the brink of losing customer,45.0,50.0
765,24,10,5070.620000000001,3,4,4,344,c) good,d) Recent customer,37.0,40.0
766,16,6,2271.9300000000003,4,3,2,432,d) excellent,c) Becoming loyal,47.0,50.0
767,42,5,2438.8399999999997,3,2,2,322,c) good,f) first time buyer,66.0,70.0
768,5,9,5580.57,4,4,4,444,d) excellent,a) most loyal customer,48.0,50.0
769,19,8,5070.24,3,4,4,344,c) good,d) Recent customer,60.0,60.0
770,49,6,4457.48,2,3,4,234,b) avarage,g) losing customer,38.0,40.0
771,124,6,3155.8100000000004,1,3,3,133,a) poor,i) On the brink of losing customer,57.0,60.0
772,2,5,2879.19,4,2,3,423,d) excellent,c) Becoming loyal,23.0,30.0
773,72,8,5907.35,2,4,4,244,b) avarage,g) losing customer,36.0,40.0
774,143,1,144.26,1,1,1,111,a) poor,k) Lost customer,23.0,30.0
775,58,7,2862.33,2,3,3,233,b) avarage,g) losing customer,39.0,40.0
776,13,9,2201.8599999999997,4,4,2,442,d) excellent,b) very loyal customer,41.0,50.0
777,27,6,3184.33,3,3,3,333,c) good,e) Potential customer,28.0,30.0
778,245,4,916.3199999999999,1,1,1,111,a) poor,k) Lost customer,45.0,50.0
779,82,5,2465.8100000000004,2,2,2,222,b) avarage,h) Could be lost,29.0,30.0
780,88,3,798.6199999999999,1,1,1,111,a) poor,k) Lost customer,48.0,50.0
781,125,5,2256.3100000000004,1,2,2,122,a) poor,j)Evasive Customer ,63.0,70.0
782,25,5,3431.8300000000004,3,2,3,323,c) good,e) Potential customer,45.0,50.0
783,96,5,3498.8599999999997,1,2,3,123,a) poor,j)Evasive Customer ,36.0,40.0
784,143,2,304.07,1,1,1,111,a) poor,k) Lost customer,45.0,50.0
785,18,5,507.86999999999995,3,2,1,321,c) good,f) first time buyer,42.0,50.0
786,9,7,3828.7400000000002,4,3,3,433,d) excellent,b) very loyal customer,37.0,40.0
787,75,10,6646.0,2,4,4,244,b) avarage,g) losing customer,25.0,30.0
788,39,7,4228.66,3,3,4,334,c) good,e) Potential customer,58.0,60.0
789,4,8,2892.7599999999998,4,4,3,443,d) excellent,b) very loyal customer,44.0,50.0
790,14,8,4889.110000000001,4,4,4,444,d) excellent,a) most loyal customer,54.0,60.0
791,123,6,3819.0,1,3,3,133,a) poor,i) On the brink of losing customer,53.0,60.0
792,17,6,3295.6500000000005,4,3,3,433,d) excellent,b) very loyal customer,46.0,50.0
793,1,10,4778.329999999998,4,4,4,444,d) excellent,a) most loyal customer,33.0,40.0
794,22,7,4248.67,3,3,4,334,c) good,e) Potential customer,66.0,70.0
795,18,5,2785.9800000000005,3,2,2,322,c) good,f) first time buyer,48.0,50.0
796,6,7,3815.9300000000003,4,3,3,433,d) excellent,b) very loyal customer,25.0,30.0
797,21,4,2277.96,3,1,2,312,c) good,f) first time buyer,48.0,50.0
798,21,3,1691.81,3,1,1,311,b) avarage,f) first time buyer,34.0,40.0
799,10,11,7142.200000000002,4,4,4,444,d) excellent,a) most loyal customer,,
800,85,6,3239.48,2,3,3,233,b) avarage,g) losing customer,43.0,50.0
801,182,2,254.63,1,1,1,111,a) poor,k) Lost customer,41.0,50.0
802,95,6,2893.2000000000003,1,3,3,133,a) poor,i) On the brink of losing customer,36.0,40.0
803,66,6,1746.55,2,3,1,231,b) avarage,g) losing customer,22.0,30.0
804,41,3,3065.8999999999996,3,1,3,313,c) good,f) first time buyer,23.0,30.0
805,122,6,2795.75,1,3,2,132,a) poor,i) On the brink of losing customer,62.0,70.0
806,31,4,2189.57,3,1,2,312,c) good,f) first time buyer,29.0,30.0
807,80,4,2491.13,2,1,2,212,b) avarage,h) Could be lost,41.0,50.0
808,123,3,2119.72,1,1,2,112,a) poor,j)Evasive Customer ,42.0,50.0
809,45,4,492.74,2,1,1,211,a) poor,i) On the brink of losing customer,44.0,50.0
810,68,4,945.16,2,1,1,211,a) poor,i) On the brink of losing customer,24.0,30.0
811,174,3,496.61999999999995,1,1,1,111,a) poor,k) Lost customer,38.0,40.0
812,197,2,566.34,1,1,1,111,a) poor,k) Lost customer,32.0,40.0
813,50,5,1633.61,2,2,1,221,b) avarage,h) Could be lost,60.0,60.0
814,48,3,2154.13,2,1,2,212,b) avarage,h) Could be lost,62.0,70.0
815,27,6,5081.3,3,3,4,334,c) good,e) Potential customer,48.0,50.0
816,53,4,1098.3999999999999,2,1,1,211,a) poor,i) On the brink of losing customer,64.0,70.0
817,16,5,2328.9300000000003,4,2,2,422,d) excellent,c) Becoming loyal,29.0,30.0
818,40,6,3028.84,3,3,3,333,c) good,e) Potential customer,48.0,50.0
819,43,5,2558.04,3,2,2,322,c) good,f) first time buyer,47.0,50.0
820,3,10,4534.030000000001,4,4,4,444,d) excellent,a) most loyal customer,45.0,50.0
821,33,5,2925.75,3,2,3,323,c) good,e) Potential customer,41.0,50.0
822,328,1,802.26,1,1,1,111,a) poor,k) Lost customer,47.0,50.0
823,23,6,5811.3,3,3,4,334,c) good,e) Potential customer,32.0,40.0
824,9,4,4137.78,4,1,3,413,d) excellent,d) Recent customer,45.0,50.0
825,10,8,2315.9700000000003,4,4,2,442,d) excellent,b) very loyal customer,46.0,50.0
826,4,4,1454.61,4,1,1,411,c) good,d) Recent customer,23.0,30.0
827,49,8,4014.42,2,4,3,243,b) avarage,g) losing customer,26.0,30.0
828,79,5,1378.39,2,2,1,221,b) avarage,h) Could be lost,64.0,70.0
829,12,6,4600.24,4,3,4,434,d) excellent,b) very loyal customer,21.0,30.0
830,149,6,2506.27,1,3,2,132,a) poor,i) On the brink of losing customer,41.0,50.0
831,11,5,1883.59,4,2,2,422,d) excellent,c) Becoming loyal,49.0,50.0
832,17,12,8868.62,4,4,4,444,d) excellent,a) most loyal customer,44.0,50.0
833,25,8,4776.1,3,4,4,344,c) good,d) Recent customer,27.0,30.0
834,18,4,722.3000000000001,3,1,1,311,b) avarage,f) first time buyer,49.0,50.0
835,7,8,3225.92,4,4,3,443,d) excellent,b) very loyal customer,54.0,60.0
836,72,4,1768.44,2,1,1,211,a) poor,i) On the brink of losing customer,32.0,40.0
837,157,3,1335.81,1,1,1,111,a) poor,k) Lost customer,64.0,70.0
838,41,4,1966.0800000000002,3,1,2,312,c) good,f) first time buyer,51.0,60.0
839,106,4,826.2600000000001,1,1,1,111,a) poor,k) Lost customer,,
840,38,6,3320.09,3,3,3,333,c) good,e) Potential customer,58.0,60.0
841,150,7,8330.09,1,3,4,134,a) poor,i) On the brink of losing customer,55.0,60.0
842,55,4,2137.18,2,1,2,212,b) avarage,h) Could be lost,22.0,30.0
843,2,6,2372.09,4,3,2,432,d) excellent,c) Becoming loyal,33.0,40.0
844,31,9,4730.32,3,4,4,344,c) good,d) Recent customer,44.0,50.0
845,125,3,672.39,1,1,1,111,a) poor,k) Lost customer,48.0,50.0
846,82,3,2129.34,2,1,2,212,b) avarage,h) Could be lost,68.0,70.0
847,114,4,2521.58,1,1,2,112,a) poor,j)Evasive Customer ,31.0,40.0
848,140,4,1964.52,1,1,2,112,a) poor,j)Evasive Customer ,43.0,50.0
849,27,6,4284.21,3,3,4,334,c) good,e) Potential customer,52.0,60.0
850,34,8,2838.72,3,4,2,342,c) good,e) Potential customer,21.0,30.0
851,9,4,3245.12,4,1,3,413,d) excellent,d) Recent customer,34.0,40.0
853,64,9,7263.66,2,4,4,244,b) avarage,g) losing customer,41.0,50.0
854,8,4,2074.13,4,1,2,412,d) excellent,d) Recent customer,21.0,30.0
855,104,4,3050.76,1,1,3,113,a) poor,j)Evasive Customer ,47.0,50.0
856,1,7,2912.6499999999996,4,3,3,433,d) excellent,b) very loyal customer,34.0,40.0
857,24,5,3721.92,3,2,3,323,c) good,e) Potential customer,57.0,60.0
858,11,6,2708.6,4,3,2,432,d) excellent,c) Becoming loyal,42.0,50.0
859,18,6,2289.0600000000004,3,3,2,332,c) good,e) Potential customer,44.0,50.0
860,91,4,3530.12,1,1,3,113,a) poor,j)Evasive Customer ,41.0,50.0
861,54,5,1009.34,2,2,1,221,b) avarage,h) Could be lost,45.0,50.0
862,54,1,309.81,2,1,1,211,a) poor,i) On the brink of losing customer,44.0,50.0
863,69,4,703.62,2,1,1,211,a) poor,i) On the brink of losing customer,60.0,60.0
864,46,6,4499.38,2,3,4,234,b) avarage,g) losing customer,52.0,60.0
865,121,7,4261.0,1,3,4,134,a) poor,i) On the brink of losing customer,56.0,60.0
866,98,5,4753.84,1,2,4,124,a) poor,i) On the brink of losing customer,49.0,50.0
867,293,6,4743.700000000001,1,3,4,134,a) poor,i) On the brink of losing customer,48.0,50.0
868,83,6,5534.830000000001,2,3,4,234,b) avarage,g) losing customer,43.0,50.0
870,100,7,3818.9700000000003,1,3,3,133,a) poor,i) On the brink of losing customer,58.0,60.0
871,54,8,3502.86,2,4,3,243,b) avarage,g) losing customer,30.0,30.0
872,171,1,75.48,1,1,1,111,a) poor,k) Lost customer,51.0,60.0
873,31,5,3226.46,3,2,3,323,c) good,e) Potential customer,62.0,70.0
874,46,8,2786.5600000000004,2,4,2,242,b) avarage,g) losing customer,21.0,30.0
875,63,6,4796.96,2,3,4,234,b) avarage,g) losing customer,23.0,30.0
876,16,3,1171.02,4,1,1,411,c) good,d) Recent customer,54.0,60.0
877,17,9,4918.87,4,4,4,444,d) excellent,a) most loyal customer,34.0,40.0
878,79,3,2809.7499999999995,2,1,2,212,b) avarage,h) Could be lost,40.0,40.0
879,76,4,852.5,2,1,1,211,a) poor,i) On the brink of losing customer,44.0,50.0
880,62,3,1751.7199999999998,2,1,1,211,a) poor,i) On the brink of losing customer,58.0,60.0
881,147,3,2481.4300000000003,1,1,2,112,a) poor,j)Evasive Customer ,42.0,50.0
882,112,5,4571.93,1,2,4,124,a) poor,i) On the brink of losing customer,56.0,60.0
883,47,4,705.35,2,1,1,211,a) poor,i) On the brink of losing customer,,
884,1,5,2770.85,4,2,2,422,d) excellent,c) Becoming loyal,44.0,50.0
885,7,3,863.68,4,1,1,411,c) good,d) Recent customer,55.0,60.0
886,1,7,4067.65,4,3,3,433,d) excellent,b) very loyal customer,47.0,50.0
887,39,8,5247.4400000000005,3,4,4,344,c) good,d) Recent customer,24.0,30.0
888,68,5,2278.7,2,2,2,222,b) avarage,h) Could be lost,58.0,60.0
889,36,5,2357.69,3,2,2,322,c) good,f) first time buyer,55.0,60.0
890,165,4,1561.06,1,1,1,111,a) poor,k) Lost customer,48.0,50.0
891,12,4,1998.58,4,1,2,412,d) excellent,d) Recent customer,41.0,50.0
892,90,10,3941.7000000000003,1,4,3,143,a) poor,i) On the brink of losing customer,,
893,75,7,4868.87,2,3,4,234,b) avarage,g) losing customer,38.0,40.0
894,48,8,3564.27,2,4,3,243,b) avarage,g) losing customer,51.0,60.0
895,61,3,1867.17,2,1,2,212,b) avarage,h) Could be lost,56.0,60.0
896,38,4,1669.8899999999999,3,1,1,311,b) avarage,f) first time buyer,43.0,50.0
897,98,7,4883.1,1,3,4,134,a) poor,i) On the brink of losing customer,52.0,60.0
898,205,1,179.44,1,1,1,111,a) poor,k) Lost customer,44.0,50.0
899,49,6,1274.48,2,3,1,231,b) avarage,g) losing customer,59.0,60.0
900,12,4,780.7,4,1,1,411,c) good,d) Recent customer,32.0,40.0
901,82,4,3812.88,2,1,3,213,b) avarage,h) Could be lost,47.0,50.0
902,14,9,6003.05,4,4,4,444,d) excellent,a) most loyal customer,32.0,40.0
903,16,9,3401.85,4,4,3,443,d) excellent,b) very loyal customer,61.0,70.0
904,37,4,1496.79,3,1,1,311,b) avarage,f) first time buyer,48.0,50.0
905,105,8,3553.2799999999997,1,4,3,143,a) poor,i) On the brink of losing customer,43.0,50.0
906,16,9,4473.87,4,4,4,444,d) excellent,a) most loyal customer,23.0,30.0
907,26,7,1370.37,3,3,1,331,c) good,e) Potential customer,43.0,50.0
908,4,7,2880.1000000000004,4,3,3,433,d) excellent,b) very loyal customer,41.0,50.0
909,189,5,5289.219999999999,1,2,4,124,a) poor,i) On the brink of losing customer,62.0,70.0
910,272,2,1346.38,1,1,1,111,a) poor,k) Lost customer,36.0,40.0
911,56,5,633.35,2,2,1,221,b) avarage,h) Could be lost,47.0,50.0
912,40,7,4164.21,3,3,4,334,c) good,e) Potential customer,54.0,60.0
913,113,4,2625.44,1,1,2,112,a) poor,j)Evasive Customer ,21.0,30.0
914,106,5,2530.93,1,2,2,122,a) poor,j)Evasive Customer ,23.0,30.0
915,28,4,425.19,3,1,1,311,b) avarage,f) first time buyer,38.0,40.0
916,36,4,3465.07,3,1,3,313,c) good,f) first time buyer,31.0,40.0
917,35,8,5392.89,3,4,4,344,c) good,d) Recent customer,58.0,60.0
918,16,5,4066.2400000000002,4,2,3,423,d) excellent,c) Becoming loyal,47.0,50.0
919,80,9,4458.89,2,4,4,244,b) avarage,g) losing customer,35.0,40.0
920,90,6,4144.19,1,3,3,133,a) poor,i) On the brink of losing customer,46.0,50.0
921,44,8,7516.0199999999995,3,4,4,344,c) good,d) Recent customer,42.0,50.0
922,188,1,41.13,1,1,1,111,a) poor,k) Lost customer,49.0,50.0
923,32,7,3337.1600000000003,3,3,3,333,c) good,e) Potential customer,45.0,50.0
924,109,9,3544.44,1,4,3,143,a) poor,i) On the brink of losing customer,45.0,50.0
925,12,9,4371.16,4,4,4,444,d) excellent,a) most loyal customer,44.0,50.0
926,12,5,1258.52,4,2,1,421,d) excellent,c) Becoming loyal,56.0,60.0
927,295,3,1982.12,1,1,2,112,a) poor,j)Evasive Customer ,56.0,60.0
928,11,8,2798.72,4,4,2,442,d) excellent,b) very loyal customer,49.0,50.0
929,56,5,2540.35,2,2,2,222,b) avarage,h) Could be lost,57.0,60.0
930,147,2,150.89,1,1,1,111,a) poor,k) Lost customer,50.0,50.0
931,70,5,2890.06,2,2,3,223,b) avarage,h) Could be lost,23.0,30.0
932,3,6,2121.73,4,3,2,432,d) excellent,c) Becoming loyal,33.0,40.0
933,0,5,2817.63,4,2,2,422,d) excellent,c) Becoming loyal,26.0,30.0
934,0,8,4899.599999999999,4,4,4,444,d) excellent,a) most loyal customer,26.0,30.0
935,53,7,5502.110000000001,2,3,4,234,b) avarage,g) losing customer,27.0,30.0
936,32,12,9244.899999999998,3,4,4,344,c) good,d) Recent customer,34.0,40.0
937,15,5,2680.1499999999996,4,2,2,422,d) excellent,c) Becoming loyal,36.0,40.0
938,61,8,4803.95,2,4,4,244,b) avarage,g) losing customer,26.0,30.0
939,31,4,1818.27,3,1,1,311,b) avarage,f) first time buyer,60.0,60.0
940,52,5,3256.1400000000003,2,2,3,223,b) avarage,h) Could be lost,35.0,40.0
941,33,10,11668.95,3,4,4,344,c) good,d) Recent customer,27.0,30.0
942,143,4,2859.4700000000003,1,1,3,113,a) poor,j)Evasive Customer ,48.0,50.0
943,112,7,6038.5199999999995,1,3,4,134,a) poor,i) On the brink of losing customer,42.0,50.0
944,85,8,1978.0100000000002,2,4,2,242,b) avarage,g) losing customer,45.0,50.0
945,14,7,3812.27,4,3,3,433,d) excellent,b) very loyal customer,23.0,30.0
946,2,8,6305.6,4,4,4,444,d) excellent,a) most loyal customer,61.0,70.0
947,80,5,2981.5200000000004,2,2,3,223,b) avarage,h) Could be lost,35.0,40.0
948,100,3,1422.8500000000001,1,1,1,111,a) poor,k) Lost customer,52.0,60.0
949,88,6,3644.4900000000002,1,3,3,133,a) poor,i) On the brink of losing customer,47.0,50.0
950,32,7,3609.0899999999997,3,3,3,333,c) good,e) Potential customer,,
951,6,6,1740.6100000000001,4,3,1,431,d) excellent,c) Becoming loyal,22.0,30.0
952,46,5,3569.9799999999996,2,2,3,223,b) avarage,h) Could be lost,51.0,60.0
953,11,9,5191.5199999999995,4,4,4,444,d) excellent,a) most loyal customer,43.0,50.0
954,113,4,3624.0,1,1,3,113,a) poor,j)Evasive Customer ,27.0,30.0
955,13,7,1429.36,4,3,1,431,d) excellent,c) Becoming loyal,33.0,40.0
956,173,3,936.98,1,1,1,111,a) poor,k) Lost customer,61.0,70.0
957,38,5,2632.09,3,2,2,322,c) good,f) first time buyer,27.0,30.0
958,34,6,2183.71,3,3,2,332,c) good,e) Potential customer,58.0,60.0
959,76,6,2178.4399999999996,2,3,2,232,b) avarage,g) losing customer,35.0,40.0
960,78,4,3516.37,2,1,3,213,b) avarage,h) Could be lost,53.0,60.0
961,64,3,1035.31,2,1,1,211,a) poor,i) On the brink of losing customer,35.0,40.0
962,2,7,2344.0,4,3,2,432,d) excellent,c) Becoming loyal,45.0,50.0
963,60,12,4779.130000000001,2,4,4,244,b) avarage,g) losing customer,53.0,60.0
964,1,5,2018.6000000000001,4,2,2,422,d) excellent,c) Becoming loyal,28.0,30.0
965,60,4,3867.74,2,1,3,213,b) avarage,h) Could be lost,25.0,30.0
966,13,4,527.74,4,1,1,411,c) good,d) Recent customer,44.0,50.0
967,66,4,3798.35,2,1,3,213,b) avarage,h) Could be lost,23.0,30.0
968,35,7,4422.26,3,3,4,334,c) good,e) Potential customer,67.0,70.0
969,17,5,2793.0499999999997,4,2,2,422,d) excellent,c) Becoming loyal,43.0,50.0
970,33,5,2840.8100000000004,3,2,2,322,c) good,f) first time buyer,42.0,50.0
971,48,5,4015.7799999999997,2,2,3,223,b) avarage,h) Could be lost,33.0,40.0
972,175,2,2159.0,1,1,2,112,a) poor,j)Evasive Customer ,41.0,50.0
973,8,8,6639.85,4,4,4,444,d) excellent,a) most loyal customer,43.0,50.0
974,6,6,3250.13,4,3,3,433,d) excellent,b) very loyal customer,31.0,40.0
975,10,8,3962.88,4,4,3,443,d) excellent,b) very loyal customer,,
976,170,6,3830.68,1,3,3,133,a) poor,i) On the brink of losing customer,50.0,50.0
977,41,5,2449.15,3,2,2,322,c) good,f) first time buyer,62.0,70.0
978,192,5,2890.84,1,2,3,123,a) poor,j)Evasive Customer ,40.0,40.0
979,5,5,3756.9100000000003,4,2,3,423,d) excellent,c) Becoming loyal,62.0,70.0
980,177,5,3071.88,1,2,3,123,a) poor,j)Evasive Customer ,44.0,50.0
981,25,7,2866.9999999999995,3,3,3,333,c) good,e) Potential customer,49.0,50.0
982,55,6,943.93,2,3,1,231,b) avarage,g) losing customer,61.0,70.0
983,1,8,6710.0599999999995,4,4,4,444,d) excellent,a) most loyal customer,,
984,56,8,2294.43,2,4,2,242,b) avarage,g) losing customer,68.0,70.0
985,14,4,1690.9099999999999,4,1,1,411,c) good,d) Recent customer,51.0,60.0
986,75,8,4272.969999999999,2,4,4,244,b) avarage,g) losing customer,28.0,30.0
987,22,8,5180.259999999999,3,4,4,344,c) good,d) Recent customer,47.0,50.0
988,112,2,243.94,1,1,1,111,a) poor,k) Lost customer,41.0,50.0
989,25,5,4207.5,3,2,4,324,c) good,e) Potential customer,40.0,40.0
990,11,7,2353.4900000000002,4,3,2,432,d) excellent,c) Becoming loyal,46.0,50.0
991,147,6,2655.6,1,3,2,132,a) poor,i) On the brink of losing customer,30.0,30.0
992,95,2,1500.3600000000001,1,1,1,111,a) poor,k) Lost customer,63.0,70.0
993,0,9,2738.89,4,4,2,442,d) excellent,b) very loyal customer,45.0,50.0
994,42,5,2069.6400000000003,3,2,2,322,c) good,f) first time buyer,44.0,50.0
995,11,7,6764.670000000001,4,3,4,434,d) excellent,b) very loyal customer,56.0,60.0
996,63,6,4803.1,2,3,4,234,b) avarage,g) losing customer,,
997,59,7,2923.29,2,3,3,233,b) avarage,g) losing customer,41.0,50.0
998,321,2,585.45,1,1,1,111,a) poor,k) Lost customer,56.0,60.0
999,54,10,8611.95,2,4,4,244,b) avarage,g) losing customer,33.0,40.0
1000,0,9,5383.48,4,4,4,444,d) excellent,a) most loyal customer,44.0,50.0
1001,42,7,2884.19,3,3,3,333,c) good,e) Potential customer,42.0,50.0
1002,155,4,2254.56,1,1,2,112,a) poor,j)Evasive Customer ,43.0,50.0
1003,47,9,5300.380000000001,2,4,4,244,b) avarage,g) losing customer,54.0,60.0
1004,203,6,3600.9400000000005,1,3,3,133,a) poor,i) On the brink of losing customer,46.0,50.0
1005,159,5,4365.25,1,2,4,124,a) poor,i) On the brink of losing customer,54.0,60.0
1006,37,8,4687.53,3,4,4,344,c) good,d) Recent customer,44.0,50.0
1007,20,7,3601.96,3,3,3,333,c) good,e) Potential customer,25.0,30.0
1008,17,4,2523.5299999999997,4,1,2,412,d) excellent,d) Recent customer,46.0,50.0
1009,54,5,2385.01,2,2,2,222,b) avarage,h) Could be lost,64.0,70.0
1010,126,3,386.35999999999996,1,1,1,111,a) poor,k) Lost customer,59.0,60.0
1011,242,3,1399.44,1,1,1,111,a) poor,k) Lost customer,37.0,40.0
1012,9,4,2704.39,4,1,2,412,d) excellent,d) Recent customer,67.0,70.0
1013,95,6,2463.7900000000004,1,3,2,132,a) poor,i) On the brink of losing customer,46.0,50.0
1014,4,7,3933.79,4,3,3,433,d) excellent,b) very loyal customer,61.0,70.0
1015,26,6,2136.87,3,3,2,332,c) good,e) Potential customer,67.0,70.0
1016,66,6,1087.02,2,3,1,231,b) avarage,g) losing customer,62.0,70.0
1017,226,3,2858.89,1,1,3,113,a) poor,j)Evasive Customer ,42.0,50.0
1018,26,5,2497.8,3,2,2,322,c) good,f) first time buyer,27.0,30.0
1019,42,4,2340.4300000000003,3,1,2,312,c) good,f) first time buyer,48.0,50.0
1020,89,4,1531.9,1,1,1,111,a) poor,k) Lost customer,46.0,50.0
1021,28,8,5048.26,3,4,4,344,c) good,d) Recent customer,45.0,50.0
1022,83,5,6444.490000000001,2,2,4,224,b) avarage,g) losing customer,32.0,40.0
1023,125,2,492.65,1,1,1,111,a) poor,k) Lost customer,31.0,40.0
1024,34,8,4560.5599999999995,3,4,4,344,c) good,d) Recent customer,30.0,30.0
1025,60,8,1800.12,2,4,1,241,b) avarage,g) losing customer,24.0,30.0
1026,29,6,1313.78,3,3,1,331,c) good,e) Potential customer,27.0,30.0
1027,24,6,1449.44,3,3,1,331,c) good,e) Potential customer,56.0,60.0
1028,8,7,7562.679999999999,4,3,4,434,d) excellent,b) very loyal customer,22.0,30.0
1029,30,6,3660.0600000000004,3,3,3,333,c) good,e) Potential customer,25.0,30.0
1030,39,8,4698.6,3,4,4,344,c) good,d) Recent customer,60.0,60.0
1031,46,2,1320.52,2,1,1,211,a) poor,i) On the brink of losing customer,38.0,40.0
1032,30,8,3191.1200000000003,3,4,3,343,c) good,e) Potential customer,44.0,50.0
1033,14,9,8220.05,4,4,4,444,d) excellent,a) most loyal customer,27.0,30.0
1034,104,2,1033.56,1,1,1,111,a) poor,k) Lost customer,45.0,50.0
1035,13,3,485.46000000000004,4,1,1,411,c) good,d) Recent customer,46.0,50.0
1036,162,5,3787.0,1,2,3,123,a) poor,j)Evasive Customer ,52.0,60.0
1037,73,7,2257.88,2,3,2,232,b) avarage,g) losing customer,65.0,70.0
1038,12,4,2079.2,4,1,2,412,d) excellent,d) Recent customer,,
1039,52,7,5259.0,2,3,4,234,b) avarage,g) losing customer,47.0,50.0
1040,161,4,1768.43,1,1,1,111,a) poor,k) Lost customer,47.0,50.0
1041,20,4,2292.5099999999998,3,1,2,312,c) good,f) first time buyer,63.0,70.0
1042,35,3,2771.37,3,1,2,312,c) good,f) first time buyer,46.0,50.0
